bc_id,short_name,ncit_code,ncit_dec_code
C127127,4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol,C127127,C70713
C127127,4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol,C127127,C70856
C127127,4-(Methylnitrosamino)-1-(3-Pyridyl)-1-Butanol,C127127,C48207
C115789,6 Minute Walk Functional Test 2008 Version,C115789,C82525
C115789,6 Minute Walk Functional Test 2008 Version,C115789,C82515
C115789,6 Minute Walk Functional Test 2008 Version,C115789,C93300
C115789,6 Minute Walk Functional Test 2008 Version,C115789,C25372
C115789,6 Minute Walk Functional Test 2008 Version,C115789,C82556
C115800,6MWT - Distance at 1 Minute,C115800,C82515
C115800,6MWT - Distance at 1 Minute,C115800,C42578
C115800,6MWT - Distance at 1 Minute,C115800,C25372
C115800,6MWT - Distance at 1 Minute,C115800,C91106
C115800,6MWT - Distance at 1 Minute,C115800,C93300
C115801,6MWT - Distance at 2 Minutes,C115801,C25372
C115801,6MWT - Distance at 2 Minutes,C115801,C93300
C115801,6MWT - Distance at 2 Minutes,C115801,C42578
C115801,6MWT - Distance at 2 Minutes,C115801,C91106
C115801,6MWT - Distance at 2 Minutes,C115801,C82515
C115802,6MWT - Distance at 3 Minutes,C115802,C91106
C115802,6MWT - Distance at 3 Minutes,C115802,C42578
C115802,6MWT - Distance at 3 Minutes,C115802,C93300
C115802,6MWT - Distance at 3 Minutes,C115802,C82515
C115802,6MWT - Distance at 3 Minutes,C115802,C25372
C115803,6MWT - Distance at 4 Minutes,C115803,C25372
C115803,6MWT - Distance at 4 Minutes,C115803,C82515
C115803,6MWT - Distance at 4 Minutes,C115803,C93300
C115803,6MWT - Distance at 4 Minutes,C115803,C42578
C115803,6MWT - Distance at 4 Minutes,C115803,C91106
C115804,6MWT - Distance at 5 Minutes,C115804,C91106
C115804,6MWT - Distance at 5 Minutes,C115804,C82515
C115804,6MWT - Distance at 5 Minutes,C115804,C25372
C115804,6MWT - Distance at 5 Minutes,C115804,C93300
C115804,6MWT - Distance at 5 Minutes,C115804,C42578
C115805,6MWT - Distance at 6 Minutes,C115805,C82515
C115805,6MWT - Distance at 6 Minutes,C115805,C25372
C115805,6MWT - Distance at 6 Minutes,C115805,C93300
C115805,6MWT - Distance at 6 Minutes,C115805,C42578
C115805,6MWT - Distance at 6 Minutes,C115805,C91106
C115409,6MWT Functional Test Question,C115409,
C100106,ADAS-Cog CDISC Version Functional Test Question,C100106,
C102044,AIMS - Current Teeth/Dentures Problems,C102044,C82515
C102044,AIMS - Current Teeth/Dentures Problems,C102044,C46126
C102044,AIMS - Current Teeth/Dentures Problems,C102044,C25692
C102044,AIMS - Current Teeth/Dentures Problems,C102044,C25372
C102044,AIMS - Current Teeth/Dentures Problems,C102044,C91106
C102042,AIMS - Incapacitation Due to Abnormal Movements,C102042,C91106
C102042,AIMS - Incapacitation Due to Abnormal Movements,C102042,C46126
C102042,AIMS - Incapacitation Due to Abnormal Movements,C102042,C82515
C102042,AIMS - Incapacitation Due to Abnormal Movements,C102042,C25692
C102042,AIMS - Incapacitation Due to Abnormal Movements,C102042,C25372
C102036,AIMS - Jaw,C102036,C82515
C102036,AIMS - Jaw,C102036,C25692
C102036,AIMS - Jaw,C102036,C25372
C102036,AIMS - Jaw,C102036,C46126
C102036,AIMS - Jaw,C102036,C91106
C102035,AIMS - Lips and Perioral Area,C102035,C46126
C102035,AIMS - Lips and Perioral Area,C102035,C82515
C102035,AIMS - Lips and Perioral Area,C102035,C25372
C102035,AIMS - Lips and Perioral Area,C102035,C25692
C102035,AIMS - Lips and Perioral Area,C102035,C91106
C102039,AIMS - Lower Extremities,C102039,C25372
C102039,AIMS - Lower Extremities,C102039,C25692
C102039,AIMS - Lower Extremities,C102039,C91106
C102039,AIMS - Lower Extremities,C102039,C82515
C102039,AIMS - Lower Extremities,C102039,C46126
C102034,AIMS - Muscles of Facial Expression,C102034,C25692
C102034,AIMS - Muscles of Facial Expression,C102034,C82515
C102034,AIMS - Muscles of Facial Expression,C102034,C91106
C102034,AIMS - Muscles of Facial Expression,C102034,C46126
C102034,AIMS - Muscles of Facial Expression,C102034,C25372
C102040,"AIMS - Neck, Shoulders, Hips",C102040,C82515
C102040,"AIMS - Neck, Shoulders, Hips",C102040,C25372
C102040,"AIMS - Neck, Shoulders, Hips",C102040,C25692
C102040,"AIMS - Neck, Shoulders, Hips",C102040,C91106
C102040,"AIMS - Neck, Shoulders, Hips",C102040,C46126
C102045,AIMS - Patient Usually Wears Dentures,C102045,C91106
C102045,AIMS - Patient Usually Wears Dentures,C102045,C46126
C102045,AIMS - Patient Usually Wears Dentures,C102045,C82515
C102045,AIMS - Patient Usually Wears Dentures,C102045,C25372
C102045,AIMS - Patient Usually Wears Dentures,C102045,C25692
C102043,AIMS - Patient's Awareness of Abnormal Movements,C102043,C46126
C102043,AIMS - Patient's Awareness of Abnormal Movements,C102043,C82515
C102043,AIMS - Patient's Awareness of Abnormal Movements,C102043,C25372
C102043,AIMS - Patient's Awareness of Abnormal Movements,C102043,C25692
C102043,AIMS - Patient's Awareness of Abnormal Movements,C102043,C91106
C102041,AIMS - Severity of Abnormal Movements,C102041,C91106
C102041,AIMS - Severity of Abnormal Movements,C102041,C46126
C102041,AIMS - Severity of Abnormal Movements,C102041,C82515
C102041,AIMS - Severity of Abnormal Movements,C102041,C25692
C102041,AIMS - Severity of Abnormal Movements,C102041,C25372
C102037,AIMS - Tongue,C102037,C46126
C102037,AIMS - Tongue,C102037,C91106
C102037,AIMS - Tongue,C102037,C25372
C102037,AIMS - Tongue,C102037,C25692
C102037,AIMS - Tongue,C102037,C82515
C102038,AIMS - Upper Extremities,C102038,C25372
C102038,AIMS - Upper Extremities,C102038,C46126
C102038,AIMS - Upper Extremities,C102038,C91106
C102038,AIMS - Upper Extremities,C102038,C25692
C102038,AIMS - Upper Extremities,C102038,C82515
C101869,AIMS Clinical Classification Question,C101869,
C177561,AJCC Cancer Staging Manual,C177561,
C125755,AJCC Cancer Staging Manual 7th Edition,C125755,
C141699,AJCC v7 - Anatomic Stage,C141699,C25372
C141699,AJCC v7 - Anatomic Stage,C141699,C25692
C141699,AJCC v7 - Anatomic Stage,C141699,C91106
C141699,AJCC v7 - Anatomic Stage,C141699,C46126
C141699,AJCC v7 - Anatomic Stage,C141699,C82515
C141698,AJCC v7 - Distant Metastasis (M),C141698,C25692
C141698,AJCC v7 - Distant Metastasis (M),C141698,C91106
C141698,AJCC v7 - Distant Metastasis (M),C141698,C46126
C141698,AJCC v7 - Distant Metastasis (M),C141698,C82515
C141698,AJCC v7 - Distant Metastasis (M),C141698,C25372
C141696,AJCC v7 - Primary Tumor (T),C141696,C25692
C141696,AJCC v7 - Primary Tumor (T),C141696,C91106
C141696,AJCC v7 - Primary Tumor (T),C141696,C46126
C141696,AJCC v7 - Primary Tumor (T),C141696,C82515
C141696,AJCC v7 - Primary Tumor (T),C141696,C25372
C141697,AJCC v7 - Regional Lymph Nodes (N),C141697,C82515
C141697,AJCC v7 - Regional Lymph Nodes (N),C141697,C46126
C141697,AJCC v7 - Regional Lymph Nodes (N),C141697,C91106
C141697,AJCC v7 - Regional Lymph Nodes (N),C141697,C25692
C141697,AJCC v7 - Regional Lymph Nodes (N),C141697,C25372
C176205,AJCC v7 - Residual Tumor (R),C176205,C46126
C176205,AJCC v7 - Residual Tumor (R),C176205,C91106
C176205,AJCC v7 - Residual Tumor (R),C176205,C25692
C176205,AJCC v7 - Residual Tumor (R),C176205,C25372
C176205,AJCC v7 - Residual Tumor (R),C176205,C82515
C141675,AJCC v7 Clinical Classification Question,C141675,
C121109,APACHE II - 15 Minus Glasgow Coma Score,C121109,C25372
C121109,APACHE II - 15 Minus Glasgow Coma Score,C121109,C91106
C121109,APACHE II - 15 Minus Glasgow Coma Score,C121109,C82515
C121109,APACHE II - 15 Minus Glasgow Coma Score,C121109,C46126
C121110,"APACHE II - A, Total Acute Physiology Score",C121110,C91106
C121110,"APACHE II - A, Total Acute Physiology Score",C121110,C46126
C121110,"APACHE II - A, Total Acute Physiology Score",C121110,C25372
C121110,"APACHE II - A, Total Acute Physiology Score",C121110,C82515
C121102,APACHE II - Arterial pH,C121102,C91106
C121102,APACHE II - Arterial pH,C121102,C46126
C121102,APACHE II - Arterial pH,C121102,C82515
C121102,APACHE II - Arterial pH,C121102,C25372
C121111,"APACHE II - B, Age Points",C121111,C46126
C121111,"APACHE II - B, Age Points",C121111,C82515
C121111,"APACHE II - B, Age Points",C121111,C44278
C121111,"APACHE II - B, Age Points",C121111,C91106
C121111,"APACHE II - B, Age Points",C121111,C25372
C121112,"APACHE II - C, Chronic Health Points",C121112,C46126
C121112,"APACHE II - C, Chronic Health Points",C121112,C91106
C121112,"APACHE II - C, Chronic Health Points",C121112,C25372
C121112,"APACHE II - C, Chronic Health Points",C121112,C82515
C121098,APACHE II - Heart Rate,C121098,C82515
C121098,APACHE II - Heart Rate,C121098,C44278
C121098,APACHE II - Heart Rate,C121098,C25372
C121098,APACHE II - Heart Rate,C121098,C91106
C121098,APACHE II - Heart Rate,C121098,C46126
C121107,APACHE II - Hematocrit,C121107,C44278
C121107,APACHE II - Hematocrit,C121107,C46126
C121107,APACHE II - Hematocrit,C121107,C82515
C121107,APACHE II - Hematocrit,C121107,C25372
C121107,APACHE II - Hematocrit,C121107,C91106
C121097,APACHE II - Mean Arterial Pressure,C121097,C82515
C121097,APACHE II - Mean Arterial Pressure,C121097,C44278
C121097,APACHE II - Mean Arterial Pressure,C121097,C25372
C121097,APACHE II - Mean Arterial Pressure,C121097,C91106
C121097,APACHE II - Mean Arterial Pressure,C121097,C46126
C121100,"APACHE II - Oxygenation, A-aDO2",C121100,C44278
C121100,"APACHE II - Oxygenation, A-aDO2",C121100,C82515
C121100,"APACHE II - Oxygenation, A-aDO2",C121100,C46126
C121100,"APACHE II - Oxygenation, A-aDO2",C121100,C25372
C121100,"APACHE II - Oxygenation, A-aDO2",C121100,C91106
C121101,"APACHE II - Oxygenation, PaO2",C121101,C46126
C121101,"APACHE II - Oxygenation, PaO2",C121101,C25372
C121101,"APACHE II - Oxygenation, PaO2",C121101,C44278
C121101,"APACHE II - Oxygenation, PaO2",C121101,C82515
C121101,"APACHE II - Oxygenation, PaO2",C121101,C91106
C121099,APACHE II - Respiratory Rate,C121099,C46126
C121099,APACHE II - Respiratory Rate,C121099,C91106
C121099,APACHE II - Respiratory Rate,C121099,C44278
C121099,APACHE II - Respiratory Rate,C121099,C82515
C121099,APACHE II - Respiratory Rate,C121099,C25372
C121106,APACHE II - Serum Creatinine,C121106,C91106
C121106,APACHE II - Serum Creatinine,C121106,C46126
C121106,APACHE II - Serum Creatinine,C121106,C44278
C121106,APACHE II - Serum Creatinine,C121106,C25372
C121106,APACHE II - Serum Creatinine,C121106,C82515
C121103,APACHE II - Serum HCO3,C121103,C46126
C121103,APACHE II - Serum HCO3,C121103,C44278
C121103,APACHE II - Serum HCO3,C121103,C82515
C121103,APACHE II - Serum HCO3,C121103,C25372
C121103,APACHE II - Serum HCO3,C121103,C91106
C121105,APACHE II - Serum Potassium,C121105,C46126
C121105,APACHE II - Serum Potassium,C121105,C25372
C121105,APACHE II - Serum Potassium,C121105,C44278
C121105,APACHE II - Serum Potassium,C121105,C82515
C121105,APACHE II - Serum Potassium,C121105,C91106
C121104,APACHE II - Serum Sodium,C121104,C44278
C121104,APACHE II - Serum Sodium,C121104,C25372
C121104,APACHE II - Serum Sodium,C121104,C82515
C121104,APACHE II - Serum Sodium,C121104,C46126
C121104,APACHE II - Serum Sodium,C121104,C91106
C121096,"APACHE II - Temperature, Rectal",C121096,C82515
C121096,"APACHE II - Temperature, Rectal",C121096,C46126
C121096,"APACHE II - Temperature, Rectal",C121096,C91106
C121096,"APACHE II - Temperature, Rectal",C121096,C25372
C121096,"APACHE II - Temperature, Rectal",C121096,C44278
C121096,"APACHE II - Temperature, Rectal",C121096,C13717
C121113,APACHE II - Total APACHE II Score,C121113,C82515
C121113,APACHE II - Total APACHE II Score,C121113,C91106
C121113,APACHE II - Total APACHE II Score,C121113,C46126
C121113,APACHE II - Total APACHE II Score,C121113,C25372
C121108,APACHE II - White Blood Count,C121108,C82515
C121108,APACHE II - White Blood Count,C121108,C91106
C121108,APACHE II - White Blood Count,C121108,C25372
C121108,APACHE II - White Blood Count,C121108,C44278
C121108,APACHE II - White Blood Count,C121108,C46126
C120994,APACHE II Clinical Classification Question,C120994,
C147843,ATLAS - Age,C147843,C50400
C147843,ATLAS - Age,C147843,C82515
C147843,ATLAS - Age,C147843,C91106
C147843,ATLAS - Age,C147843,C46126
C147843,ATLAS - Age,C147843,C25372
C147846,ATLAS - Albumin,C147846,C46126
C147846,ATLAS - Albumin,C147846,C82515
C147846,ATLAS - Albumin,C147846,C91106
C147846,ATLAS - Albumin,C147846,C48207
C147846,ATLAS - Albumin,C147846,C25372
C147845,ATLAS - Leukocyte Count,C147845,C91106
C147845,ATLAS - Leukocyte Count,C147845,C25372
C147845,ATLAS - Leukocyte Count,C147845,C82515
C147845,ATLAS - Leukocyte Count,C147845,C46126
C147848,ATLAS - Score,C147848,C82515
C147848,ATLAS - Score,C147848,C25372
C147848,ATLAS - Score,C147848,C46126
C147848,ATLAS - Score,C147848,C91106
C147847,ATLAS - Serum Creatinine,C147847,C48207
C147847,ATLAS - Serum Creatinine,C147847,C25372
C147847,ATLAS - Serum Creatinine,C147847,C82515
C147847,ATLAS - Serum Creatinine,C147847,C91106
C147847,ATLAS - Serum Creatinine,C147847,C46126
C147844,ATLAS - Treatment With Antibiotics,C147844,C46126
C147844,ATLAS - Treatment With Antibiotics,C147844,C91106
C147844,ATLAS - Treatment With Antibiotics,C147844,C25372
C147844,ATLAS - Treatment With Antibiotics,C147844,C82515
C147551,ATLAS Clinical Classification Question,C147551,
C147589,ATLAS Score Clinical Classification,C147589,C82556
C147589,ATLAS Score Clinical Classification,C147589,C82515
C147589,ATLAS Score Clinical Classification,C147589,C25372
C147589,ATLAS Score Clinical Classification,C147589,C82525
C103346,Abdominal Skinfold Thickness,C103346,C70856
C103346,Abdominal Skinfold Thickness,C103346,C82515
C103346,Abdominal Skinfold Thickness,C103346,C42578
C154889,Abnormal Bleeding Indicator,C154889,C82515
C154889,Abnormal Bleeding Indicator,C154889,C13717
C154889,Abnormal Bleeding Indicator,C154889,C70856
C154889,Abnormal Bleeding Indicator,C154889,C25185
C35553,Abnormal Blood Chemistry and Hematology Test Result,C35553,
C82547,Abnormal Finding,C82547,
C93491,Abnormal Indicator,C93491,
C102111,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C82515
C102111,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C82525
C102111,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C82556
C102111,Abnormal Involuntary Movement Scale Clinical Classification,C102111,C25372
C64470,Absolute Basophil Count,C64470,C70713
C64470,Absolute Basophil Count,C64470,C70856
C64470,Absolute Basophil Count,C64470,C93566
C64470,Absolute Basophil Count,C64470,C67391
C64470,Absolute Basophil Count,C64470,C82515
C63321,Absolute Neutrophil Count,C63321,C93566
C63321,Absolute Neutrophil Count,C63321,C70856
C63321,Absolute Neutrophil Count,C63321,C67391
C63321,Absolute Neutrophil Count,C63321,C82515
C63321,Absolute Neutrophil Count,C63321,C70713
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C25692
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C70856
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C82546
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C25372
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C117050
C123424,Academic Research Council Coronary Stent Thrombosis Timing,C123424,C82515
C38462,Activated Partial Thromboplastin Time,C38462,C82515
C38462,Activated Partial Thromboplastin Time,C38462,C70856
C38462,Activated Partial Thromboplastin Time,C38462,C42574
C38462,Activated Partial Thromboplastin Time,C38462,C70713
C38462,Activated Partial Thromboplastin Time,C38462,C93566
C68609,Active Comparator,C68609,
C68612,Active Comparator Drug,C68612,C49691
C68612,Active Comparator Drug,C68612,C83445
C68612,Active Comparator Drug,C68612,C117460
C68612,Active Comparator Drug,C68612,C117458
C68612,Active Comparator Drug,C68612,C83447
C204695,Actively Menstruating Indicator,C204695,C70856
C204695,Actively Menstruating Indicator,C204695,C82515
C178050,Actual Date of Delivery,C178050,C82515
C178050,Actual Date of Delivery,C178050,C70856
C98703,Actual Subject Number,C98703,C49691
C98703,Actual Subject Number,C98703,C83447
C98703,Actual Subject Number,C98703,C83445
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C117050
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C82515
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C70856
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C25692
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C25372
C119239,Acute Myocardial Infarction From PCI Complication Type,C119239,C82546
C118936,Acute Myocardial Infarction Type,C118936,C117050
C118936,Acute Myocardial Infarction Type,C118936,C25692
C118936,Acute Myocardial Infarction Type,C118936,C82535
C118936,Acute Myocardial Infarction Type,C118936,C70856
C118936,Acute Myocardial Infarction Type,C118936,C25372
C118936,Acute Myocardial Infarction Type,C118936,C82515
C118936,Acute Myocardial Infarction Type,C118936,C82546
C118936,Acute Myocardial Infarction Type,C118936,C51824
C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C82556
C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C82515
C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C25372
C121005,Acute Physiology and Chronic Health Evaluation II Clinical Classification,C121005,C82525
C146995,Adaptive Study Design Indicator,C146995,C117458
C146995,Adaptive Study Design Indicator,C146995,C117461
C146995,Adaptive Study Design Indicator,C146995,C117460
C146995,Adaptive Study Design Indicator,C146995,C83447
C146995,Adaptive Study Design Indicator,C146995,C83445
C146995,Adaptive Study Design Indicator,C146995,C49691
C189634,Additional Disease-Related Findings,C189634,C82515
C189634,Additional Disease-Related Findings,C189634,C70856
C156601,Additional Outcome Measure,C156601,C83445
C156601,Additional Outcome Measure,C156601,C49691
C156601,Additional Outcome Measure,C156601,C83447
C189362,Adrenarche Age,C189362,C82515
C189362,Adrenarche Age,C189362,C70856
C189362,Adrenarche Age,C189362,C50400
C83347,Adverse Event Yes No Indicator,C83347,C83347
C83347,Adverse Event Yes No Indicator,C83347,C82515
C41331,Adverse Event [RETIRED],C41331,
C25150,Age,C25150,
C69217,Age Started,C69217,
C135383,Age at Death,C135383,C50400
C135383,Age at Death,C135383,C70856
C135383,Age at Death,C135383,C82515
C201481,Age at First Oral Sex,C201481,C82515
C201481,Age at First Oral Sex,C201481,C70856
C201481,Age at First Oral Sex,C201481,C50400
C201480,Age at First Sexual Intercourse,C201480,C82515
C201480,Age at First Sexual Intercourse,C201480,C50400
C201480,Age at First Sexual Intercourse,C201480,C70856
C19666,Age at Menarche,C19666,C50400
C19666,Age at Menarche,C19666,C82515
C19666,Age at Menarche,C19666,C70856
C106497,Age at Menopause,C106497,C82515
C106497,Age at Menopause,C106497,C70856
C106497,Age at Menopause,C106497,C50400
C1708,Agent,C1708,
C117773,Aggregate PR Interval,C117773,C62164
C117773,Aggregate PR Interval,C117773,C25330
C117773,Aggregate PR Interval,C117773,C82535
C117773,Aggregate PR Interval,C117773,C51824
C117773,Aggregate PR Interval,C117773,C50282
C117773,Aggregate PR Interval,C117773,C25372
C117773,Aggregate PR Interval,C117773,C42574
C117773,Aggregate PR Interval,C117773,C82515
C117773,Aggregate PR Interval,C117773,C82516
C117779,Aggregate QRS Duration,C117779,C50282
C117779,Aggregate QRS Duration,C117779,C82516
C117779,Aggregate QRS Duration,C117779,C42574
C117779,Aggregate QRS Duration,C117779,C82515
C117779,Aggregate QRS Duration,C117779,C62164
C117779,Aggregate QRS Duration,C117779,C82535
C117779,Aggregate QRS Duration,C117779,C51824
C117779,Aggregate QRS Duration,C117779,C25330
C117779,Aggregate QRS Duration,C117779,C25372
C117783,Aggregate QT Interval,C117783,C42574
C117783,Aggregate QT Interval,C117783,C82515
C117783,Aggregate QT Interval,C117783,C25330
C117783,Aggregate QT Interval,C117783,C82535
C117783,Aggregate QT Interval,C117783,C25372
C117783,Aggregate QT Interval,C117783,C82516
C117783,Aggregate QT Interval,C117783,C50282
C117783,Aggregate QT Interval,C117783,C51824
C117783,Aggregate QT Interval,C117783,C62164
C117784,Aggregate QTCB Interval,C117784,C82515
C117784,Aggregate QTCB Interval,C117784,C82516
C117784,Aggregate QTCB Interval,C117784,C25330
C117784,Aggregate QTCB Interval,C117784,C51824
C117784,Aggregate QTCB Interval,C117784,C82535
C117784,Aggregate QTCB Interval,C117784,C62164
C117784,Aggregate QTCB Interval,C117784,C42574
C117784,Aggregate QTCB Interval,C117784,C50282
C117784,Aggregate QTCB Interval,C117784,C25372
C117786,Aggregate QTCF Interval,C117786,C82535
C117786,Aggregate QTCF Interval,C117786,C42574
C117786,Aggregate QTCF Interval,C117786,C82516
C117786,Aggregate QTCF Interval,C117786,C25330
C117786,Aggregate QTCF Interval,C117786,C62164
C117786,Aggregate QTCF Interval,C117786,C82515
C117786,Aggregate QTCF Interval,C117786,C50282
C117786,Aggregate QTCF Interval,C117786,C51824
C117786,Aggregate QTCF Interval,C117786,C25372
C117791,Aggregate RR Interval,C117791,C51824
C117791,Aggregate RR Interval,C117791,C42574
C117791,Aggregate RR Interval,C117791,C62164
C117791,Aggregate RR Interval,C117791,C25330
C117791,Aggregate RR Interval,C117791,C82516
C117791,Aggregate RR Interval,C117791,C82535
C117791,Aggregate RR Interval,C117791,C82515
C117791,Aggregate RR Interval,C117791,C25372
C117791,Aggregate RR Interval,C117791,C50282
C170620,Air Trapping Measurement,C170620,C70856
C170620,Air Trapping Measurement,C170620,C82515
C170620,Air Trapping Measurement,C170620,C44279
C124422,Airway Conductance,C124422,C82515
C124422,Airway Conductance,C124422,C70856
C120927,Airway Resistance,C120927,C67332
C120927,Airway Resistance,C120927,C70856
C120927,Airway Resistance,C120927,C82515
C170457,Airway Volume,C170457,C82515
C170457,Airway Volume,C170457,C70856
C170457,Airway Volume,C170457,C44279
C170619,Airway Wall Volume,C170619,C44279
C170619,Airway Wall Volume,C170619,C70856
C170619,Airway Wall Volume,C170619,C82515
C64433,Alanine Aminotransferase Measurement,C64433,C70856
C64433,Alanine Aminotransferase Measurement,C64433,C82515
C64433,Alanine Aminotransferase Measurement,C64433,C70713
C64433,Alanine Aminotransferase Measurement,C64433,C67365
C64433,Alanine Aminotransferase Measurement,C64433,C93566
C64431,Albumin Measurement,C64431,C82515
C64431,Albumin Measurement,C64431,C70856
C64431,Albumin Measurement,C64431,C48207
C64431,Albumin Measurement,C64431,C93566
C64431,Albumin Measurement,C64431,C70713
C74761,Albumin to Creatinine Ratio Measurement,C74761,C82515
C74761,Albumin to Creatinine Ratio Measurement,C74761,C70713
C74761,Albumin to Creatinine Ratio Measurement,C74761,C70856
C74761,Albumin to Creatinine Ratio Measurement,C74761,C179809
C74761,Albumin to Creatinine Ratio Measurement,C74761,C93566
C103453,Albumin to Total Protein Ratio Measurement,C103453,C82515
C103453,Albumin to Total Protein Ratio Measurement,C103453,C70713
C103453,Albumin to Total Protein Ratio Measurement,C103453,C70856
C103453,Albumin to Total Protein Ratio Measurement,C103453,C48566
C103453,Albumin to Total Protein Ratio Measurement,C103453,C93566
C81229,Alcohol Use History,C81229,C82574
C81229,Alcohol Use History,C81229,C82557
C81229,Alcohol Use History,C81229,C82575
C81229,Alcohol Use History,C81229,C82560
C81229,Alcohol Use History,C81229,C82559
C81229,Alcohol Use History,C81229,C162326
C81229,Alcohol Use History,C81229,C83038
C81229,Alcohol Use History,C81229,C83419
C81229,Alcohol Use History,C81229,C83044
C81229,Alcohol Use History,C81229,C83431
C81229,Alcohol Use History,C81229,C83041
C81229,Alcohol Use History,C81229,C83416
C81229,Alcohol Use History,C81229,C83092
C81229,Alcohol Use History,C81229,C127786
C81229,Alcohol Use History,C81229,C171000
C81229,Alcohol Use History,C81229,C25692
C81229,Alcohol Use History,C81229,C25372
C81229,Alcohol Use History,C81229,C82558
C16275,Algorithm,C16275,
C64432,Alkaline Phosphatase Measurement,C64432,C93566
C64432,Alkaline Phosphatase Measurement,C64432,C67365
C64432,Alkaline Phosphatase Measurement,C64432,C70713
C64432,Alkaline Phosphatase Measurement,C64432,C82515
C64432,Alkaline Phosphatase Measurement,C64432,C70856
C112221,Allergen Skin Response Index Measurement,C112221,C70856
C112221,Allergen Skin Response Index Measurement,C112221,C82515
C112221,Allergen Skin Response Index Measurement,C112221,C13717
C112221,Allergen Skin Response Index Measurement,C112221,C82546
C112221,Allergen Skin Response Index Measurement,C112221,C25185
C112221,Allergen Skin Response Index Measurement,C112221,C82535
C112222,Allergen Skin Response Intensity Measurement,C112222,C82515
C112222,Allergen Skin Response Intensity Measurement,C112222,C82535
C112222,Allergen Skin Response Intensity Measurement,C112222,C25185
C112222,Allergen Skin Response Intensity Measurement,C112222,C13717
C112222,Allergen Skin Response Intensity Measurement,C112222,C70856
C112222,Allergen Skin Response Intensity Measurement,C112222,C82546
C182150,Allergen-induced Antibody Measurement,C182150,
C187776,Allergen-induced IgA Antibody Measurement,C187776,C25372
C187776,Allergen-induced IgA Antibody Measurement,C187776,C82535
C187776,Allergen-induced IgA Antibody Measurement,C187776,C218437
C187776,Allergen-induced IgA Antibody Measurement,C187776,C70856
C187776,Allergen-induced IgA Antibody Measurement,C187776,C70713
C187776,Allergen-induced IgA Antibody Measurement,C187776,C82515
C187776,Allergen-induced IgA Antibody Measurement,C187776,C25692
C187776,Allergen-induced IgA Antibody Measurement,C187776,C48207
C187776,Allergen-induced IgA Antibody Measurement,C187776,C42647
C181398,Allergen-induced IgE Antibody Measurement,C181398,C25372
C181398,Allergen-induced IgE Antibody Measurement,C181398,C46126
C181398,Allergen-induced IgE Antibody Measurement,C181398,C70856
C181398,Allergen-induced IgE Antibody Measurement,C181398,C48207
C181398,Allergen-induced IgE Antibody Measurement,C181398,C70713
C181398,Allergen-induced IgE Antibody Measurement,C181398,C82535
C181398,Allergen-induced IgE Antibody Measurement,C181398,C82515
C181398,Allergen-induced IgE Antibody Measurement,C181398,C42647
C181398,Allergen-induced IgE Antibody Measurement,C181398,C25692
C181398,Allergen-induced IgE Antibody Measurement,C181398,C117062
C181398,Allergen-induced IgE Antibody Measurement,C181398,C218437
C187777,Allergen-induced IgG Antibody Measurement,C187777,C70713
C187777,Allergen-induced IgG Antibody Measurement,C187777,C82535
C187777,Allergen-induced IgG Antibody Measurement,C187777,C48207
C187777,Allergen-induced IgG Antibody Measurement,C187777,C70856
C187777,Allergen-induced IgG Antibody Measurement,C187777,C46126
C187777,Allergen-induced IgG Antibody Measurement,C187777,C117062
C187777,Allergen-induced IgG Antibody Measurement,C187777,C218437
C187777,Allergen-induced IgG Antibody Measurement,C187777,C42647
C187777,Allergen-induced IgG Antibody Measurement,C187777,C25692
C187777,Allergen-induced IgG Antibody Measurement,C187777,C25372
C187777,Allergen-induced IgG Antibody Measurement,C187777,C82515
C187779,Allergen-induced IgM Antibody Measurement,C187779,C82515
C187779,Allergen-induced IgM Antibody Measurement,C187779,C70713
C187779,Allergen-induced IgM Antibody Measurement,C187779,C48207
C187779,Allergen-induced IgM Antibody Measurement,C187779,C70856
C187779,Allergen-induced IgM Antibody Measurement,C187779,C218437
C187779,Allergen-induced IgM Antibody Measurement,C187779,C42647
C187779,Allergen-induced IgM Antibody Measurement,C187779,C25692
C187779,Allergen-induced IgM Antibody Measurement,C187779,C25372
C187779,Allergen-induced IgM Antibody Measurement,C187779,C82535
