bc_id,short_name,synonyms
C171505,Epidemic or Pandemic Related Disruption Indicator,EPDISIND;Epi/Pandemic Related Disruption Ind;Epidemic Related Disruption Indicator
C154877,Erythema Indicator,ERYTHIND;Redness Indicator
C154877,Erythema Indicator,ERYTHIND;Redness Indicator
C154877,Erythema Indicator,ERYTHIND;Redness Indicator
C154877,Erythema Indicator,ERYTHIND;Redness Indicator
C51946,Erythrocyte Count,RBC;Red Blood Cells
C51946,Erythrocyte Count,RBC;Red Blood Cells
C51946,Erythrocyte Count,RBC;Red Blood Cells
C51946,Erythrocyte Count,RBC;Red Blood Cells
C51946,Erythrocyte Count,RBC;Red Blood Cells
C51946,Erythrocyte Count,RBC;Red Blood Cells
C64797,Erythrocyte Mean Corpuscular Hemoglobin,RBC Mean Corpuscular Hemoglobin;MCH
C64797,Erythrocyte Mean Corpuscular Hemoglobin,RBC Mean Corpuscular Hemoglobin;MCH
C64797,Erythrocyte Mean Corpuscular Hemoglobin,RBC Mean Corpuscular Hemoglobin;MCH
C64797,Erythrocyte Mean Corpuscular Hemoglobin,RBC Mean Corpuscular Hemoglobin;MCH
C64797,Erythrocyte Mean Corpuscular Hemoglobin,RBC Mean Corpuscular Hemoglobin;MCH
C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration,RBC Mean Corpuscular Hemoglobin Concentration;MCHC
C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration,RBC Mean Corpuscular Hemoglobin Concentration;MCHC
C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration,RBC Mean Corpuscular Hemoglobin Concentration;MCHC
C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration,RBC Mean Corpuscular Hemoglobin Concentration;MCHC
C64798,Erythrocyte Mean Corpuscular Hemoglobin Concentration,RBC Mean Corpuscular Hemoglobin Concentration;MCHC
C64799,Erythrocyte Mean Corpuscular Volume,RBC Mean Corpuscular Volume;MCV
C64799,Erythrocyte Mean Corpuscular Volume,RBC Mean Corpuscular Volume;MCV
C64799,Erythrocyte Mean Corpuscular Volume,RBC Mean Corpuscular Volume;MCV
C64799,Erythrocyte Mean Corpuscular Volume,RBC Mean Corpuscular Volume;MCV
C64799,Erythrocyte Mean Corpuscular Volume,RBC Mean Corpuscular Volume;MCV
C132482,Estimated Body Weight,Estimated Weight;EWEIGHT
C132482,Estimated Body Weight,Estimated Weight;EWEIGHT
C132482,Estimated Body Weight,Estimated Weight;EWEIGHT
C120833,Estimated Date of Conception,EDCDTC
C120833,Estimated Date of Conception,EDCDTC
C122188,Estimated Gestational Age,EGESTAGE;Estimated Gestational Age
C122188,Estimated Gestational Age,EGESTAGE;Estimated Gestational Age
C122188,Estimated Gestational Age,EGESTAGE;Estimated Gestational Age
C122188,Estimated Gestational Age,EGESTAGE;Estimated Gestational Age
C158276,Estimated Next Menstrual Period Start Date,ENMPSDTC;Est Next Menstrual Period Start Date
C158276,Estimated Next Menstrual Period Start Date,ENMPSDTC;Est Next Menstrual Period Start Date
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C112274,Estrogen Receptor Measurement,ESTRCPT;ESR;ER;Estrogen Receptor;Oestrogen Receptor
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C15492,Estrogen Receptor Positive,ER Alpha Positive;ER Positive;ER-Alpha Positive;ER +;ERA Positive;Positive Estrogen Receptor;ERS1 Positive
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16150,Estrogen Receptor Status,ER Alpha Status;ER Status;ERA Status;ESR Status;ESR1 Status;ESRA Status;Estrogen Receptor 1 Status;Estrogen Receptor Alpha Status;ESTRR Status;NR3A1 Status;Nuclear Receptor Subfamily 3 Group A Member 1 Status
C16564,Ethnic Group,Ethnicity;Ethnic Origin
C16564,Ethnic Group,Ethnicity;Ethnic Origin
C126060,EudraCT Resubmission Indicator,EURSBIND
C126060,EudraCT Resubmission Indicator,EURSBIND
C126060,EudraCT Resubmission Indicator,EURSBIND
C126060,EudraCT Resubmission Indicator,EURSBIND
C126060,EudraCT Resubmission Indicator,EURSBIND
C126060,EudraCT Resubmission Indicator,EURSBIND
C126061,EudraVigilance Sender Identifier,EudraVigilance Sender ID;EVSNDID
C126061,EudraVigilance Sender Identifier,EudraVigilance Sender ID;EVSNDID
C126061,EudraVigilance Sender Identifier,EudraVigilance Sender ID;EVSNDID
C126090,EudraVigilance Sender Organization Name,EVSNDORG
C126090,EudraVigilance Sender Organization Name,EVSNDORG
C126090,EudraVigilance Sender Organization Name,EVSNDORG
C126090,EudraVigilance Sender Organization Name,EVSNDORG
C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire
C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire
C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire
C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire
C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,EQ5D02;EQ-5D-5L;European Quality of Life Five Dimension Five Level Scale Questionnaire
C161312,Evidence of Malignant Disease Description,MALEVDES;Malignancy Evidence Description
C161312,Evidence of Malignant Disease Description,MALEVDES;Malignancy Evidence Description
C25370,Exclusion Criteria,Exclusion
C25370,Exclusion Criteria,Exclusion
C25370,Exclusion Criteria,Exclusion
C25370,Exclusion Criteria,Exclusion
C25370,Exclusion Criteria,Exclusion
C81247,Expected Date of Confinement,Due Date;EDC;EDD;EDLVRDTC;Estimated Date of Confinement;Estimated Date of Delivery;Estimated Due Date;Expected Date of Confinement
C81247,Expected Date of Confinement,Due Date;EDC;EDD;EDLVRDTC;Estimated Date of Confinement;Estimated Date of Delivery;Estimated Due Date;Expected Date of Confinement
C81247,Expected Date of Confinement,Due Date;EDC;EDD;EDLVRDTC;Estimated Date of Confinement;Estimated Date of Delivery;Estimated Due Date;Expected Date of Confinement
C120931,Expiration Relaxation Time,EXPRELTM
C120931,Expiration Relaxation Time,EXPRELTM
C120931,Expiration Relaxation Time,EXPRELTM
C111200,Expiratory Reserve Volume,ERV
C111200,Expiratory Reserve Volume,ERV
C111200,Expiratory Reserve Volume,ERV
C120932,Expiratory Time,Expiration Time;EXPTIME
C147484,Expiratory Vital Capacity,EVC
C147484,Expiratory Vital Capacity,EVC
C147484,Expiratory Vital Capacity,EVC
C98724,Exploratory Outcome Measure,EXPLORATORY OUTCOME MEASURE;OUTMSEXP
C98724,Exploratory Outcome Measure,EXPLORATORY OUTCOME MEASURE;OUTMSEXP
C98724,Exploratory Outcome Measure,EXPLORATORY OUTCOME MEASURE;OUTMSEXP
C87885,Exposure Yes No Indicator,EXYN
C87885,Exposure Yes No Indicator,EXYN
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C117466,Exposure as Collected Domain,EC;Exposure as Collected
C139274,Extension Trial Indicator,EXTTIND
C139274,Extension Trial Indicator,EXTTIND
C139274,Extension Trial Indicator,EXTTIND
C139274,Extension Trial Indicator,EXTTIND
C139274,Extension Trial Indicator,EXTTIND
C139274,Extension Trial Indicator,EXTTIND
C191364,Extracellular Water Measurement,ECW;Extracellular Body Water;Extracellular Water
C191364,Extracellular Water Measurement,ECW;Extracellular Body Water;Extracellular Water
C191364,Extracellular Water Measurement,ECW;Extracellular Body Water;Extracellular Water
C191363,Extracellular Water to Total Body Water Ratio Measurement,ECW/TBW;ECWTBW;Extracellular Water/Total Body Water
C191363,Extracellular Water to Total Body Water Ratio Measurement,ECW/TBW;ECWTBW;Extracellular Water/Total Body Water
C191363,Extracellular Water to Total Body Water Ratio Measurement,ECW/TBW;ECWTBW;Extracellular Water/Total Body Water
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C156603,FDA Technical Specification Name and Version,FDA Technical Specification;FDATCHSP
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123629,FDA-Regulated Device Study Indicator,FDADEIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C123630,FDA-Regulated Drug Study Indicator,FDADRIND
C81959,Factor III Measurement,Factor III;FACTIII;Soluble CD142;Tissue Factor CD142
C159204,Fanconi Anemia Complementation Group Gene Mutation,BRCA2 and FANC Gene Mutations;Fanconi Anemia Group Gene Mutation
C158256,Fat Mass,FATMASS
C158256,Fat Mass,FATMASS
C158256,Fat Mass,FATMASS
C158256,Fat Mass,FATMASS
C158256,Fat Mass,FATMASS
C158256,Fat Mass,FATMASS
C74737,Ferritin Measurement,Ferritin
C74737,Ferritin Measurement,Ferritin
C74737,Ferritin Measurement,Ferritin
C74737,Ferritin Measurement,Ferritin
C74737,Ferritin Measurement,Ferritin
C186214,Fertility Status,FRTLSTAT;Fertility Status
C186214,Fertility Status,FRTLSTAT;Fertility Status
C186214,Fertility Status,FRTLSTAT;Fertility Status
C124479,Fetal Body Weight,BWFETAL
C174372,Fetal Estimated Weight,FTEWT
C174372,Fetal Estimated Weight,FTEWT
C174372,Fetal Estimated Weight,FTEWT
C158297,Fetal Head Circumference,FTHDCIRC
C158297,Fetal Head Circumference,FTHDCIRC
C158297,Fetal Head Circumference,FTHDCIRC
C92716,Fetal Heart Rate,Fetal HR;FTHR
C92716,Fetal Heart Rate,Fetal HR;FTHR
C92716,Fetal Heart Rate,Fetal HR;FTHR
C174375,Fetal Mandibular Length,FTMANDL
C174375,Fetal Mandibular Length,FTMANDL
C174375,Fetal Mandibular Length,FTMANDL
C174373,Fetal Sagittal Abdominal Diameter,Fetal SAD;FTSAD
C174373,Fetal Sagittal Abdominal Diameter,Fetal SAD;FTSAD
C174373,Fetal Sagittal Abdominal Diameter,Fetal SAD;FTSAD
C214762,Fetal Size-for-Gestational Age Category,FTSZGAC
C214762,Fetal Size-for-Gestational Age Category,FTSZGAC
C174374,Fetal Weight-for-Gestational Age Percentile,Fetal Weight-for-Gest Age Percentile;FTWTGAPL
C174374,Fetal Weight-for-Gestational Age Percentile,Fetal Weight-for-Gest Age Percentile;FTWTGAPL
C198357,First Menstrual Period Start Date,FMPSTDTC
C198357,First Menstrual Period Start Date,FMPSTDTC
C202446,First Ventilatory Threshold,Ventilatory Threshold 1;VT1
C202446,First Ventilatory Threshold,Ventilatory Threshold 1;VT1
C202446,First Ventilatory Threshold,Ventilatory Threshold 1;VT1
C74563,Fitzpatrick Classification Scale,SKINCLAS;Fitzpatrick Classification Scale;Fitzpatrick Skin Classification;Fitzpatrick Skin Phototype;Fitzpatrick Skin Type System;Skin Classification
C74563,Fitzpatrick Classification Scale,SKINCLAS;Fitzpatrick Classification Scale;Fitzpatrick Skin Classification;Fitzpatrick Skin Phototype;Fitzpatrick Skin Type System;Skin Classification
C74563,Fitzpatrick Classification Scale,SKINCLAS;Fitzpatrick Classification Scale;Fitzpatrick Skin Classification;Fitzpatrick Skin Phototype;Fitzpatrick Skin Type System;Skin Classification
C82554,Flow Rate,flowRate;FLRT
C74676,Folic Acid Measurement,Folate;Folic Acid;Vitamin B9;VITB9
C74676,Folic Acid Measurement,Folate;Folic Acid;Vitamin B9;VITB9
C74676,Folic Acid Measurement,Folate;Folic Acid;Vitamin B9;VITB9
C74676,Folic Acid Measurement,Folate;Folic Acid;Vitamin B9;VITB9
C74676,Folic Acid Measurement,Folate;Folic Acid;Vitamin B9;VITB9
C154909,Fontanelle Closure Indicator,FOCLOIND
C154909,Fontanelle Closure Indicator,FOCLOIND
C154909,Fontanelle Closure Indicator,FOCLOIND
C154909,Fontanelle Closure Indicator,FOCLOIND
C119545,Forced Expiratory Flow at 25-75 Percent,FEF2575;Forced Expiratory Flow 25-75%
C119545,Forced Expiratory Flow at 25-75 Percent,FEF2575;Forced Expiratory Flow 25-75%
C119545,Forced Expiratory Flow at 25-75 Percent,FEF2575;Forced Expiratory Flow 25-75%
C139253,Forced Expiratory Flow at 50 Percent Forced Vital Capacity,FEF50;Forced Expiratory Flow 50%
C139253,Forced Expiratory Flow at 50 Percent Forced Vital Capacity,FEF50;Forced Expiratory Flow 50%
C139253,Forced Expiratory Flow at 50 Percent Forced Vital Capacity,FEF50;Forced Expiratory Flow 50%
C139250,Forced Expiratory Flow in 0.05 Second,FEF_05;FEF 0.05s
C139250,Forced Expiratory Flow in 0.05 Second,FEF_05;FEF 0.05s
C139250,Forced Expiratory Flow in 0.05 Second,FEF_05;FEF 0.05s
C139251,Forced Expiratory Flow in 0.1 Second,FEF_1;FEF 0.1s
C139251,Forced Expiratory Flow in 0.1 Second,FEF_1;FEF 0.1s
C139251,Forced Expiratory Flow in 0.1 Second,FEF_1;FEF 0.1s
C139252,Forced Expiratory Flow in 0.2 Second,FEF_2;FEF 0.2s
C139252,Forced Expiratory Flow in 0.2 Second,FEF_2;FEF 0.2s
C139252,Forced Expiratory Flow in 0.2 Second,FEF_2;FEF 0.2s
C201471,Forced Expiratory Time,FET
C201471,Forced Expiratory Time,FET
C201471,Forced Expiratory Time,FET
C120933,Forced Expiratory Volume,FEV
C139249,Forced Expiratory Volume at Peak Expiratory Flow,FEV at PEF;FEV_PEF
C139249,Forced Expiratory Volume at Peak Expiratory Flow,FEV at PEF;FEV_PEF
C139249,Forced Expiratory Volume at Peak Expiratory Flow,FEV at PEF;FEV_PEF
C139246,Forced Expiratory Volume in 0.05 Second,FEV_05;FEV 0.05s
C139246,Forced Expiratory Volume in 0.05 Second,FEV_05;FEV 0.05s
C139246,Forced Expiratory Volume in 0.05 Second,FEV_05;FEV 0.05s
C139243,Forced Expiratory Volume in 0.05 Second to FVC Ratio Measurement,EV_05FVC;Forced Expiratory Volume in 0.05 S/FVC;Forced Expiratory Volume in 0.05 Seconds over FVC
C139243,Forced Expiratory Volume in 0.05 Second to FVC Ratio Measurement,EV_05FVC;Forced Expiratory Volume in 0.05 S/FVC;Forced Expiratory Volume in 0.05 Seconds over FVC
C139243,Forced Expiratory Volume in 0.05 Second to FVC Ratio Measurement,EV_05FVC;Forced Expiratory Volume in 0.05 S/FVC;Forced Expiratory Volume in 0.05 Seconds over FVC
C139247,Forced Expiratory Volume in 0.1 Second,FEV_1;FEV 0.1s
C139247,Forced Expiratory Volume in 0.1 Second,FEV_1;FEV 0.1s
C139247,Forced Expiratory Volume in 0.1 Second,FEV_1;FEV 0.1s
C139244,Forced Expiratory Volume in 0.1 Second to FVC Ratio Measurement,EV_1FVC;Forced Expiratory Volume in 0.1 S/FVC;Forced Expiratory Volume in 0.1 Seconds over FVC
C139244,Forced Expiratory Volume in 0.1 Second to FVC Ratio Measurement,EV_1FVC;Forced Expiratory Volume in 0.1 S/FVC;Forced Expiratory Volume in 0.1 Seconds over FVC
C139244,Forced Expiratory Volume in 0.1 Second to FVC Ratio Measurement,EV_1FVC;Forced Expiratory Volume in 0.1 S/FVC;Forced Expiratory Volume in 0.1 Seconds over FVC
C139248,Forced Expiratory Volume in 0.2 Second,FEV_2;FEV 0.2s
C139248,Forced Expiratory Volume in 0.2 Second,FEV_2;FEV 0.2s
C139248,Forced Expiratory Volume in 0.2 Second,FEV_2;FEV 0.2s
C139245,Forced Expiratory Volume in 0.2 Second to FVC Ratio Measurement,EV_2FVC;Forced Expiratory Volume in 0.2 S/FVC;Forced Expiratory Volume in 0.2 Seconds over FVC
C139245,Forced Expiratory Volume in 0.2 Second to FVC Ratio Measurement,EV_2FVC;Forced Expiratory Volume in 0.2 S/FVC;Forced Expiratory Volume in 0.2 Seconds over FVC
C139245,Forced Expiratory Volume in 0.2 Second to FVC Ratio Measurement,EV_2FVC;Forced Expiratory Volume in 0.2 S/FVC;Forced Expiratory Volume in 0.2 Seconds over FVC
C139262,Forced Expiratory Volume in 0.5 Second,FEV_5;FEV 0.5s
C139262,Forced Expiratory Volume in 0.5 Second,FEV_5;FEV 0.5s
C139262,Forced Expiratory Volume in 0.5 Second,FEV_5;FEV 0.5s
C174362,Forced Expiratory Volume in 0.75 Second,FEV_75;FEV 0.75s
C174362,Forced Expiratory Volume in 0.75 Second,FEV_75;FEV 0.75s
C174362,Forced Expiratory Volume in 0.75 Second,FEV_75;FEV 0.75s
C38084,Forced Expiratory Volume in 1 Second,FEV1;FEV1%VC;Forced Expiratory Volume 1 Test;PFT/FEV1;Pulmonary Function Test/Forced Expiratory Volume 1
C38084,Forced Expiratory Volume in 1 Second,FEV1;FEV1%VC;Forced Expiratory Volume 1 Test;PFT/FEV1;Pulmonary Function Test/Forced Expiratory Volume 1
C38084,Forced Expiratory Volume in 1 Second,FEV1;FEV1%VC;Forced Expiratory Volume 1 Test;PFT/FEV1;Pulmonary Function Test/Forced Expiratory Volume 1
C112285,Forced Expiratory Volume in 1 Second Reversibility,FEV1 Reversibility;FEV1REV
C112285,Forced Expiratory Volume in 1 Second Reversibility,FEV1 Reversibility;FEV1REV
C111359,Forced Expiratory Volume in 1 Second to Forced Vital Capacity Ratio Measurement,FEV1/FVC;FEV1FVC
C111359,Forced Expiratory Volume in 1 Second to Forced Vital Capacity Ratio Measurement,FEV1/FVC;FEV1FVC
C111359,Forced Expiratory Volume in 1 Second to Forced Vital Capacity Ratio Measurement,FEV1/FVC;FEV1FVC
C123565,Forced Expiratory Volume in 1 Second to Forced Vital Capacity in 6 Seconds,FEV1/FVC6;FEV1FVC6
C123565,Forced Expiratory Volume in 1 Second to Forced Vital Capacity in 6 Seconds,FEV1/FVC6;FEV1FVC6
C123565,Forced Expiratory Volume in 1 Second to Forced Vital Capacity in 6 Seconds,FEV1/FVC6;FEV1FVC6
C170626,Forced Expiratory Volume in 1 Second to Slow Vital Capacity Ratio Measurement,FEV1/SVC;FEV1SVC
C170626,Forced Expiratory Volume in 1 Second to Slow Vital Capacity Ratio Measurement,FEV1/SVC;FEV1SVC
C170626,Forced Expiratory Volume in 1 Second to Slow Vital Capacity Ratio Measurement,FEV1/SVC;FEV1SVC
C132453,Forced Expiratory Volume in 3 Seconds,FEV3
C132453,Forced Expiratory Volume in 3 Seconds,FEV3
C132453,Forced Expiratory Volume in 3 Seconds,FEV3
C170625,Forced Expiratory Volume in 3 Seconds to Forced Vital Capacity Ratio Measurement,FEV3/FVC;FEV3FVC
C170625,Forced Expiratory Volume in 3 Seconds to Forced Vital Capacity Ratio Measurement,FEV3/FVC;FEV3FVC
C170625,Forced Expiratory Volume in 3 Seconds to Forced Vital Capacity Ratio Measurement,FEV3/FVC;FEV3FVC
C47843,Forced Expiratory Volume in 6 Seconds,FEV6;Forced Expiratory Volume 6;Forced Expiratory Volume 6 Test
C47843,Forced Expiratory Volume in 6 Seconds,FEV6;Forced Expiratory Volume 6;Forced Expiratory Volume 6 Test
C47843,Forced Expiratory Volume in 6 Seconds,FEV6;Forced Expiratory Volume 6;Forced Expiratory Volume 6 Test
C124418,Forced Inspiratory Flow at 25%,FIF25
C124418,Forced Inspiratory Flow at 25%,FIF25
C124418,Forced Inspiratory Flow at 25%,FIF25
C124419,Forced Inspiratory Flow at 50%,FIF50
C124419,Forced Inspiratory Flow at 50%,FIF50
C124419,Forced Inspiratory Flow at 50%,FIF50
C124420,Forced Inspiratory Flow at 75%,FIF75
C124420,Forced Inspiratory Flow at 75%,FIF75
C124420,Forced Inspiratory Flow at 75%,FIF75
C139263,Forced Inspiratory Vital Capacity,FIVC
C139263,Forced Inspiratory Vital Capacity,FIVC
C139263,Forced Inspiratory Vital Capacity,FIVC
C111360,Forced Inspiratory Volume in 1 Second,FIV1
C111360,Forced Inspiratory Volume in 1 Second,FIV1
C111360,Forced Inspiratory Volume in 1 Second,FIV1
C111361,Forced Vital Capacity,FVC
C111361,Forced Vital Capacity,FVC
C111361,Forced Vital Capacity,FVC
C124421,Forced Vital Capacity in 6 Seconds,FVC6
C124421,Forced Vital Capacity in 6 Seconds,FVC6
C124421,Forced Vital Capacity in 6 Seconds,FVC6
C100946,Forearm Circumference,FARMCIR
C100946,Forearm Circumference,FARMCIR
C100946,Forearm Circumference,FARMCIR
C38082,Fraction of Inspired Oxygen,Maximum fraction of inspired oxygen (FiO2);Inhaled oxygen concentration;FIO2;FiO2
C38082,Fraction of Inspired Oxygen,Maximum fraction of inspired oxygen (FiO2);Inhaled oxygen concentration;FIO2;FiO2
C38082,Fraction of Inspired Oxygen,Maximum fraction of inspired oxygen (FiO2);Inhaled oxygen concentration;FIO2;FiO2
C170598,Free Thyroxine Index,T4FRIDX
C170598,Free Thyroxine Index,T4FRIDX
C170598,Free Thyroxine Index,T4FRIDX
C170598,Free Thyroxine Index,T4FRIDX
C74786,Free Thyroxine Measurement,Free T4;T4FR
C74786,Free Thyroxine Measurement,Free T4;T4FR
C74786,Free Thyroxine Measurement,Free T4;T4FR
C74786,Free Thyroxine Measurement,Free T4;T4FR
C74786,Free Thyroxine Measurement,Free T4;T4FR
C209682,Full-Time Student Indicator,FTSTUIND;Full-Time Student Indicator
C209682,Full-Time Student Indicator,FTSTUIND;Full-Time Student Indicator
C209682,Full-Time Student Indicator,FTSTUIND;Full-Time Student Indicator
C81250,Functional Assessment,FT
C89800,Functional Residual Capacity,FRC
C89800,Functional Residual Capacity,FRC
C89800,Functional Residual Capacity,FRC
C154876,Fundal Height,FUNDHT
C154876,Fundal Height,FUNDHT
C154876,Fundal Height,FUNDHT
C174365,GPS Coordinates of Potential Disease Exposure,GPSDEXP;GPS Coord of Potential Disease Exposure;GPS Coordinates of Potential Disease Exposure
C174365,GPS Coordinates of Potential Disease Exposure,GPSDEXP;GPS Coord of Potential Disease Exposure;GPS Coordinates of Potential Disease Exposure
C174365,GPS Coordinates of Potential Disease Exposure,GPSDEXP;GPS Coord of Potential Disease Exposure;GPS Coordinates of Potential Disease Exposure
C64847,Gamma Glutamyl Transpeptidase Measurement,Gamma Glutamyl Transferase;GGT;GGTP
C64847,Gamma Glutamyl Transpeptidase Measurement,Gamma Glutamyl Transferase;GGT;GGTP
C64847,Gamma Glutamyl Transpeptidase Measurement,Gamma Glutamyl Transferase;GGT;GGTP
C64847,Gamma Glutamyl Transpeptidase Measurement,Gamma Glutamyl Transferase;GGT;GGTP
C64847,Gamma Glutamyl Transpeptidase Measurement,Gamma Glutamyl Transferase;GGT;GGTP
C82624,Gas Measurement,Gas
C158277,Gender Identity,GENIDENT;Gender Identity
C158277,Gender Identity,GENIDENT;Gender Identity
C158277,Gender Identity,GENIDENT;Gender Identity
C21049,Gene Expression Process,Gene Expression
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
C181333,Gene Signature Assessment,GENESIG;Gene Expression Profile;Gene Expression Signature
