bc_id,short_name,synonyms
C100279,CDISC ADAS-Cog - Concentration/Distractibility,ADCCON;Concentration/Distractibility;CDISC ADAS-Cog - Concentration/Distractibility
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100226,CDISC ADAS-Cog - Constructional Praxis Summary Score,ADCCP;Constructional Praxis;CDISC ADAS-Cog - Constructional Praxis Summary Score
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100228,CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles,ADCCP02;Constructional Praxis: 2 Rectangles;CDISC ADAS-Cog - Constructional Praxis: 2 Rectangles
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100227,CDISC ADAS-Cog - Constructional Praxis: Circle,ADCCP01;Constructional Praxis: Circle;CDISC ADAS-Cog - Constructional Praxis: Circle
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100230,CDISC ADAS-Cog - Constructional Praxis: Cube,ADCCP04;Constructional Praxis: Cube;CDISC ADAS-Cog - Constructional Praxis: Cube
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100229,CDISC ADAS-Cog - Constructional Praxis: Diamond,ADCCP03;Constructional Praxis: Diamond;CDISC ADAS-Cog - Constructional Praxis: Diamond
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100215,CDISC ADAS-Cog - Delayed Word Recall Summary Score,ADCDRL;Delayed Word Recall;CDISC ADAS-Cog - Delayed Word Recall Summary Score
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100216,CDISC ADAS-Cog - Delayed Word Recall: Word 1,ADCDRL01;Delayed Word Recall: Word [1];CDISC ADAS-Cog - Delayed Word Recall: Word 1
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100225,CDISC ADAS-Cog - Delayed Word Recall: Word 10,ADCDRL10;Delayed Word Recall: Word [10];CDISC ADAS-Cog - Delayed Word Recall: Word 10
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100217,CDISC ADAS-Cog - Delayed Word Recall: Word 2,ADCDRL02;Delayed Word Recall: Word [2];CDISC ADAS-Cog - Delayed Word Recall: Word 2
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100218,CDISC ADAS-Cog - Delayed Word Recall: Word 3,ADCDRL03;Delayed Word Recall: Word [3];CDISC ADAS-Cog - Delayed Word Recall: Word 3
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100219,CDISC ADAS-Cog - Delayed Word Recall: Word 4,ADCDRL04;Delayed Word Recall: Word [4];CDISC ADAS-Cog - Delayed Word Recall: Word 4
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100220,CDISC ADAS-Cog - Delayed Word Recall: Word 5,ADCDRL05;Delayed Word Recall: Word [5];CDISC ADAS-Cog - Delayed Word Recall: Word 5
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100221,CDISC ADAS-Cog - Delayed Word Recall: Word 6,ADCDRL06;Delayed Word Recall: Word [6];CDISC ADAS-Cog - Delayed Word Recall: Word 6
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100222,CDISC ADAS-Cog - Delayed Word Recall: Word 7,ADCDRL07;Delayed Word Recall: Word [7];CDISC ADAS-Cog - Delayed Word Recall: Word 7
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100223,CDISC ADAS-Cog - Delayed Word Recall: Word 8,ADCDRL08;Delayed Word Recall: Word [8];CDISC ADAS-Cog - Delayed Word Recall: Word 8
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100224,CDISC ADAS-Cog - Delayed Word Recall: Word 9,ADCDRL09;Delayed Word Recall: Word [9];CDISC ADAS-Cog - Delayed Word Recall: Word 9
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100284,CDISC ADAS-Cog - Executive Function Maze Summary Score,ADCMZ;Executive Function Maze;CDISC ADAS-Cog - Executive Function Maze Summary Score
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100285,CDISC ADAS-Cog - Executive Function Maze: Errors,ADCMZ01;Executive Function Maze: Errors;CDISC ADAS-Cog - Executive Function Maze: Errors
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100286,CDISC ADAS-Cog - Executive Function Maze: Time,ADCMZ02;Executive Function Maze: Time;CDISC ADAS-Cog - Executive Function Maze: Time
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100232,CDISC ADAS-Cog - Ideational Praxis Summary Score,ADCIP;Ideational Praxis;CDISC ADAS-Cog - Ideational Praxis Summary Score
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100236,CDISC ADAS-Cog - Ideational Praxis: Address,ADCIP04;Ideational Praxis: Address;CDISC ADAS-Cog - Ideational Praxis: Address
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
C100233,CDISC ADAS-Cog - Ideational Praxis: Fold,ADCIP01;Ideational Praxis: Fold;CDISC ADAS-Cog - Ideational Praxis: Fold
